volume,author_id,work_id,book,books_in_osis,chapter_start,verse_start,testament_group,osis_ref,passage
volume_3,tertullian,against_marcion,Gal,Gal,3,15,new_testament,Bible:Gal.3.15,Gal. iii. 15
volume_3,tertullian,against_marcion,Gal,Gal,4,3,new_testament,Bible:Gal.4.3,Gal. iv. 3
volume_3,tertullian,against_marcion,Gal,Gal,3,16,new_testament,Bible:Gal.3.16,Gal. iii. 16
volume_3,tertullian,against_marcion,Gal,Gal,3,,new_testament,Bible:Gal.3,chap. iii
volume_3,tertullian,against_marcion,Gal,Gal,4,,new_testament,Bible:Gal.4,"chap.
iv"
volume_3,tertullian,against_marcion,Gal,Gal,4,4,new_testament,Bible:Gal.4.4,Gal. iv. 4
volume_3,tertullian,against_marcion,Isa,Isa,2,2,old_testament_or_other,Bible:Isa.2.2,Isa. ii. 2
volume_3,tertullian,against_marcion,Joel,Joel,3,28,old_testament_or_other,Bible:Joel.3.28,Joel iii. 28
volume_3,tertullian,against_marcion,Acts,Acts,2,17,new_testament,Bible:Acts.2.17,Acts ii. 17
volume_3,tertullian,against_marcion,Gal,Gal,4,5,new_testament,Bible:Gal.4.5,Gal. iv. 5
volume_3,tertullian,against_marcion,Isa,Isa,40,4,old_testament_or_other,Bible:Isa.40.4,Isa. xl. 4
volume_3,tertullian,against_marcion,Isa,Isa|Isa,42,4,old_testament_or_other,Bible:Isa.42.4 Bible:Isa.42.6,"Isa. xlii. 4, 6"
volume_3,tertullian,against_marcion,Gal,Gal,4,6,new_testament,Bible:Gal.4.6,Gal. iv. 6
volume_3,tertullian,against_marcion,Gal,Gal,4,9,new_testament,Bible:Gal.4.9,Gal. iv. 9
volume_3,tertullian,against_marcion,Gal,Gal,4,8,new_testament,Bible:Gal.4.8,Gal. iv. 8
volume_3,tertullian,against_marcion,Gal,Gal,4,10,new_testament,Bible:Gal.4.10,Gal. iv. 10
volume_3,tertullian,against_marcion,John,John,19,31,new_testament,Bible:John.19.31,"John xix.
31"
volume_3,tertullian,against_marcion,John,John,19,31,new_testament,Bible:John.19.31,John xix. 31
volume_3,tertullian,against_marcion,Amos,Amos,5,21,old_testament_or_other,Bible:Amos.5.21,Amos v. 21
volume_3,tertullian,against_marcion,Gal,Gal|Gal,4,21,new_testament,Bible:Gal.4.21-Gal.4.26 Bible:Gal.4.31,"Gal. iv. 21–26, 31"
volume_3,tertullian,against_marcion,Gal,Gal,5,1,new_testament,Bible:Gal.5.1,Gal. v. 1
volume_3,tertullian,against_marcion,Ps,Ps|Ps,2,3,old_testament_or_other,Bible:Ps.2.3 Bible:Ps.2.2,"Ps. ii. 3, 2"
volume_3,tertullian,against_marcion,Deut,Deut,10,16,old_testament_or_other,Bible:Deut.10.16,Deut. x. 16
volume_3,tertullian,against_marcion,Gal,Gal,5,6,new_testament,Bible:Gal.5.6,Gal. v. 6
volume_3,tertullian,against_marcion,Gal,Gal,5,10,new_testament,Bible:Gal.5.10,Gal. v. 10
volume_3,tertullian,against_marcion,Gal,Gal,5,14,new_testament,Bible:Gal.5.14,Gal. v. 14
volume_3,tertullian,against_marcion,Gal,Gal,6,2,new_testament,Bible:Gal.6.2,Gal. vi. 2
volume_3,tertullian,against_marcion,Gal,Gal,6,7,new_testament,Bible:Gal.6.7,Gal. vi. 7
volume_3,tertullian,against_marcion,Gal,Gal,6,9,new_testament,Bible:Gal.6.9,Gal. vi. 9
volume_3,tertullian,against_marcion,Gal,Gal,6,10,new_testament,Bible:Gal.6.10,Gal. vi. 10
volume_3,tertullian,against_marcion,Eccl,Eccl,3,17,old_testament_or_other,Bible:Eccl.3.17,Eccles. iii. 17
volume_3,tertullian,against_marcion,Gal,Gal,6,14,new_testament,Bible:Gal.6.14,Gal. vi. 14
volume_3,tertullian,against_marcion,Gal,Gal,6,17,new_testament,Bible:Gal.6.17,Gal. vi. 17
volume_3,tertullian,against_marcion,1Cor,1Cor,1,3,new_testament,Bible:1Cor.1.3,1 Cor. i. 3
volume_3,tertullian,against_marcion,1Cor,1Cor,1,18,new_testament,Bible:1Cor.1.18,1 Cor. i. 18
volume_3,tertullian,against_marcion,1Cor,1Cor|Isa,1,19,new_testament,Bible:1Cor.1.19 Bible:Isa.29.14,"1
Cor. i. 19, from Isa. xxix. 14"
volume_3,tertullian,against_marcion,1Cor,1Cor,1,20,new_testament,Bible:1Cor.1.20,1 Cor. i. 20
volume_3,tertullian,against_marcion,1Cor,1Cor,1,22,new_testament,Bible:1Cor.1.22,1 Cor. i. 22
volume_3,tertullian,against_marcion,1Cor,1Cor,1,23,new_testament,Bible:1Cor.1.23,1 Cor. i. 23
volume_3,tertullian,against_marcion,Isa,Isa,28,16,old_testament_or_other,Bible:Isa.28.16,Isa. xxviii. 16
volume_3,tertullian,against_marcion,Luke,Luke,2,34,new_testament,Bible:Luke.2.34,Luke ii. 34
volume_3,tertullian,against_marcion,1Cor,1Cor,1,27,new_testament,Bible:1Cor.1.27,1 Cor. i. 27
volume_3,tertullian,against_marcion,Lev,Lev,15,,old_testament_or_other,Bible:Lev.15,Lev. xv
volume_3,tertullian,against_marcion,Lev,Lev,13,2,old_testament_or_other,Bible:Lev.13.2-Lev.13.6,Lev. xiii. 2–6
volume_3,tertullian,against_marcion,1Cor,1Cor|1Cor,1,29,new_testament,Bible:1Cor.1.29 Bible:1Cor.1.31,"1 Cor. i. 29, 31"
volume_3,tertullian,against_marcion,Jer,Jer,9,23,old_testament_or_other,Bible:Jer.9.23-Jer.9.24,"Jeremiah,
chap. ix. 23, 24"
volume_3,tertullian,against_marcion,1Cor,1Cor,2,6,new_testament,Bible:1Cor.2.6-1Cor.2.7,"1 Cor. ii. 6, 7"
volume_3,tertullian,against_marcion,1Cor,1Cor,2,7,new_testament,Bible:1Cor.2.7,1 Cor. ii. 7
volume_3,tertullian,against_marcion,1Cor,1Cor,2,8,new_testament,Bible:1Cor.2.8,1 Cor. ii. 8
volume_3,tertullian,against_marcion,Matt,Matt,4,1,new_testament,Bible:Matt.4.1-Matt.4.11,Matt. iv. 1–11
volume_3,tertullian,against_marcion,Luke,Luke,4,34,new_testament,Bible:Luke.4.34,Luke iv. 34
volume_3,tertullian,against_marcion,Luke,Luke,22,3,new_testament,Bible:Luke.22.3,Luke xxii. 3
volume_3,tertullian,against_marcion,Isa,Isa,40,13,old_testament_or_other,Bible:Isa.40.13,Isa. xl. 13
volume_3,tertullian,against_marcion,1Cor,1Cor,3,10,new_testament,Bible:1Cor.3.10,1 Cor. iii. 10
volume_3,tertullian,against_marcion,Isa,Isa,3,3,old_testament_or_other,Bible:Isa.3.3,Isa. iii. 3
volume_3,tertullian,against_marcion,1Cor,1Cor,3,11,new_testament,Bible:1Cor.3.11,1 Cor. iii. 11
volume_3,tertullian,against_marcion,1Cor,1Cor,1,12,new_testament,Bible:1Cor.1.12-1Cor.1.15,1 Cor. i. 12–15
volume_3,tertullian,against_marcion,1Cor,1Cor,3,16,new_testament,Bible:1Cor.3.16,1 Cor. iii. 16
volume_3,tertullian,against_marcion,1Cor,1Cor,3,17,new_testament,Bible:1Cor.3.17,1 Cor. iii. 17
volume_3,tertullian,against_marcion,1Cor,1Cor,3,18,new_testament,Bible:1Cor.3.18,1 Cor. iii. 18
volume_3,tertullian,against_marcion,1Cor,1Cor,3,19,new_testament,Bible:1Cor.3.19,1 Cor. iii. 19
volume_3,tertullian,against_marcion,1Cor,1Cor|Job|Ps,3,19,new_testament,Bible:1Cor.3.19-1Cor.3.20 Bible:Job.5.13 Bible:Ps.94.11,"1 Cor. iii. 19, 20; Job v. 13; Ps. xciv.
11"
volume_3,tertullian,against_marcion,1Cor,1Cor,3,21,new_testament,Bible:1Cor.3.21,1 Cor. iii. 21
volume_3,tertullian,against_marcion,Ps,Ps,118,8,old_testament_or_other,Bible:Ps.118.8,Ps. cxviii. 8
volume_3,tertullian,against_marcion,1Cor,1Cor,4,5,new_testament,Bible:1Cor.4.5,1 Cor. iv. 5
volume_3,tertullian,against_marcion,Ps,Ps,7,9,old_testament_or_other,Bible:Ps.7.9,Ps. vii. 9
volume_3,tertullian,against_marcion,1Cor,1Cor,4,9,new_testament,Bible:1Cor.4.9,1 Cor. iv. 9
volume_3,tertullian,against_marcion,Lev,Lev,18,8,old_testament_or_other,Bible:Lev.18.8,Lev. xviii. 8
volume_3,tertullian,against_marcion,1Cor,1Cor,5,1,new_testament,Bible:1Cor.5.1,1 Cor. v. 1
volume_3,tertullian,against_marcion,1Cor,1Cor,5,5,new_testament,Bible:1Cor.5.5,1 Cor. v. 5
volume_3,tertullian,against_marcion,1Cor,1Cor,5,13,new_testament,Bible:1Cor.5.13,1 Cor. v. 13
volume_3,tertullian,against_marcion,1Cor,1Cor,5,7,new_testament,Bible:1Cor.5.7,1 Cor. v. 7
volume_3,tertullian,against_marcion,Exod,Exod,12,,old_testament_or_other,Bible:Exod.12,Ex. xii
volume_3,tertullian,against_marcion,1Cor,1Cor,6,13,new_testament,Bible:1Cor.6.13,1 Cor. vi. 13
volume_3,tertullian,against_marcion,1Cor,1Cor,6,14,new_testament,Bible:1Cor.6.14,1 Cor. vi. 14
volume_3,tertullian,against_marcion,1Cor,1Cor,6,20,new_testament,Bible:1Cor.6.20,1 Cor. vi. 20
volume_3,tertullian,against_marcion,1Cor,1Cor,7,7,new_testament,Bible:1Cor.7.7-1Cor.7.8,"1 Cor. vii. 7, 8"
volume_3,tertullian,against_marcion,1Cor,1Cor|1Cor|1Cor,7,9,new_testament,Bible:1Cor.7.9 Bible:1Cor.7.13 Bible:1Cor.7.14,"1 Cor. vii. 9, 13, 14"
volume_3,tertullian,against_marcion,1Cor,1Cor,7,27,new_testament,Bible:1Cor.7.27,1 Cor. vii. 27
volume_3,tertullian,against_marcion,1Cor,1Cor,7,10,new_testament,Bible:1Cor.7.10,1 Cor. vii. 10
volume_3,tertullian,against_marcion,1Cor,1Cor,7,10,new_testament,Bible:1Cor.7.10-1Cor.7.11,"1 Cor. vii. 10, 11"
volume_3,tertullian,against_marcion,1Cor,1Cor,7,39,new_testament,Bible:1Cor.7.39,1 Cor. vii. 39
volume_3,tertullian,against_marcion,1Cor,1Cor,8,4,new_testament,Bible:1Cor.8.4,1 Cor. viii. 4
volume_3,tertullian,against_marcion,1Cor,1Cor,8,6,new_testament,Bible:1Cor.8.6,1 Cor. viii. 6
volume_3,tertullian,against_marcion,1Cor,1Cor,3,21,new_testament,Bible:1Cor.3.21-1Cor.3.22,"1 Cor. iii. 21, 22"
volume_3,tertullian,against_marcion,1Cor,1Cor,3,23,new_testament,Bible:1Cor.3.23,1 Cor. iii. 23
volume_3,tertullian,against_marcion,1Cor,1Cor,9,13,new_testament,Bible:1Cor.9.13,1 Cor. ix. 13
volume_3,tertullian,against_marcion,1Cor,1Cor,9,7,new_testament,Bible:1Cor.9.7,1 Cor. ix. 7
volume_3,tertullian,against_marcion,1Cor,1Cor|Deut,9,9,new_testament,Bible:1Cor.9.9 Bible:Deut.25.4,"1
Cor. ix. 9 and Deut. xxv. 4"
volume_3,tertullian,against_marcion,1Cor,1Cor,11,10,new_testament,Bible:1Cor.11.10,1 Cor. xi. 10
volume_3,tertullian,against_marcion,1Cor,1Cor|Deut,9,13,new_testament,Bible:1Cor.9.13-1Cor.9.14 Bible:Deut.18.1-Deut.18.2,"1 Cor. ix. 13, 14, with Deut. xviii. 1,
2"
volume_3,tertullian,against_marcion,1Cor,1Cor,9,15,new_testament,Bible:1Cor.9.15,1 Cor. ix. 15
volume_3,tertullian,against_marcion,1Cor,1Cor,10,6,new_testament,Bible:1Cor.10.6,1 Cor. x. 6
volume_3,tertullian,against_marcion,1Cor,1Cor,10,7,new_testament,Bible:1Cor.10.7-1Cor.10.10,1 Cor. x. 7–10
volume_3,tertullian,against_marcion,1Cor,1Cor,10,11,new_testament,Bible:1Cor.10.11,1 Cor. x. 11
volume_3,tertullian,against_marcion,1Cor,1Cor,10,25,new_testament,Bible:1Cor.10.25-1Cor.10.27,1 Cor. x. 25–27
volume_3,tertullian,against_marcion,1Cor,1Cor,11,3,new_testament,Bible:1Cor.11.3,1 Cor. xi. 3
volume_3,tertullian,against_marcion,1Cor,1Cor,11,7,new_testament,Bible:1Cor.11.7,1 Cor. xi. 7
volume_3,tertullian,against_marcion,1Cor,1Cor,11,9,new_testament,Bible:1Cor.11.9,1 Cor. xi. 9
volume_3,tertullian,against_marcion,Gen,Gen,6,1,old_testament_or_other,Bible:Gen.6.1-Gen.6.4,Gen. vi. 1–4
volume_3,tertullian,against_marcion,1Cor,1Cor,11,18,new_testament,Bible:1Cor.11.18-1Cor.11.19,"1 Cor. xi. 18, 19"
volume_3,tertullian,against_marcion,Luke,Luke|1Cor,22,15,new_testament,Bible:Luke.22.15-Luke.22.20 Bible:1Cor.11.23-1Cor.11.29,"Luke xxii. 15–20 and 1 Cor. xi.
23–29"
volume_3,tertullian,against_marcion,1Cor,1Cor,12,1,new_testament,Bible:1Cor.12.1,1 Cor. xii. 1
volume_3,tertullian,against_marcion,Isa,Isa,11,1,old_testament_or_other,Bible:Isa.11.1-Isa.11.3,Isa. xi. 1–3
volume_3,tertullian,against_marcion,Isa,Isa,3,2,old_testament_or_other,Bible:Isa.3.2-Isa.3.3,"Isa. iii. 2, 3"
volume_3,tertullian,against_marcion,1Cor,1Cor|Eph|Ps,12,4,new_testament,Bible:1Cor.12.4-1Cor.12.11 Bible:Eph.4.8 Bible:Ps.68.18,"1 Cor. xii. 4–11; Eph. iv. 8, and Ps.
lxviii. 18"
volume_3,tertullian,against_marcion,1Cor,1Cor,4,15,new_testament,Bible:1Cor.4.15,1 Cor. iv. 15
volume_3,tertullian,against_marcion,Gal,Gal,4,19,new_testament,Bible:Gal.4.19,Gal. iv. 19
volume_3,tertullian,against_marcion,Joel,Joel,2,28,old_testament_or_other,Bible:Joel.2.28-Joel.2.29,"Joel ii. 28, 29"
volume_3,tertullian,against_marcion,Acts,Acts,2,17,new_testament,Bible:Acts.2.17-Acts.2.18,"Acts ii. 17, 18"
volume_3,tertullian,against_marcion,1Cor,1Cor|Isa,12,8,new_testament,Bible:1Cor.12.8-1Cor.12.11 Bible:Isa.11.1-Isa.11.3,"1 Cor. xii. 8–11 and Isa. xi.
1–3"
volume_3,tertullian,against_marcion,1Cor,1Cor|Eph,12,12,new_testament,Bible:1Cor.12.12-1Cor.12.30 Bible:Eph.4.16,"1 Cor. xii. 12–30, compared with Eph. iv.
16"
volume_3,tertullian,against_marcion,1Cor,1Cor|1Cor|1Cor,12,31,new_testament,Bible:1Cor.12.31 Bible:1Cor.13.1 Bible:1Cor.13.13,"1 Cor. xii. 31; xiii. 1, 13"
volume_3,tertullian,against_marcion,John,John|John|John,10,34,new_testament,Bible:John.10.34 Bible:John.12.34 Bible:John.15.25,"John x. 34; xii. 34; xv.
25"
volume_3,tertullian,against_marcion,Isa,Isa,28,11,old_testament_or_other,Bible:Isa.28.11,"Isa. xxviii.
11"
volume_3,tertullian,against_marcion,1Cor,1Cor,14,21,new_testament,Bible:1Cor.14.21,1 Cor. xiv. 21
volume_3,tertullian,against_marcion,1Cor,1Cor,14,34,new_testament,Bible:1Cor.14.34-1Cor.14.35,"1 Cor. xiv. 34, 35"
volume_3,tertullian,against_marcion,1Cor,1Cor,11,5,new_testament,Bible:1Cor.11.5-1Cor.11.6,"1 Cor. xi. 5, 6"
volume_3,tertullian,against_marcion,1Cor,1Cor|Gen,14,34,new_testament,Bible:1Cor.14.34 Bible:Gen.3.16,"1
Cor. xiv. 34, where Gen. iii. 16"
volume_3,tertullian,against_marcion,1Cor,1Cor,14,25,new_testament,Bible:1Cor.14.25,1 Cor. xiv. 25
volume_3,tertullian,against_marcion,1Cor,1Cor,14,26,new_testament,Bible:1Cor.14.26,1 Cor. xiv. 26
volume_3,tertullian,against_marcion,Gen,Gen,3,19,old_testament_or_other,Bible:Gen.3.19,Gen. iii. 19
volume_3,tertullian,against_marcion,1Cor,1Cor,15,21,new_testament,Bible:1Cor.15.21,1 Cor. xv. 21
volume_3,tertullian,against_marcion,1Cor,1Cor|1Cor,15,25,new_testament,Bible:1Cor.15.25 Bible:1Cor.15.27,"1 Cor. xv. 25, 27"
volume_3,tertullian,against_marcion,Ps,Ps|Ps,110,1,old_testament_or_other,Bible:Ps.110.1-Ps.110.2 Bible:Ps.8.6,"Ps. cx.
1, 2, and viii. 6"
volume_3,tertullian,against_marcion,Ps,Ps,110,,old_testament_or_other,Bible:Ps.110,Ps. cx
volume_3,tertullian,against_marcion,2Kgs,2Kgs,19,14,old_testament_or_other,Bible:2Kgs.19.14,2 Kings xix. 14
volume_3,tertullian,against_marcion,Ps,Ps,110,3,old_testament_or_other,Bible:Ps.110.3,Ps. cx. 3
volume_3,tertullian,against_marcion,Dan,Dan,7,13,old_testament_or_other,Bible:Dan.7.13,"Dan. vii.
13"
volume_3,tertullian,against_marcion,Gen,Gen,35,8,old_testament_or_other,Bible:Gen.35.8,Gen. xxxv. 8
volume_3,tertullian,against_marcion,Matt,Matt,22,44,new_testament,Bible:Matt.22.44,Matt. xxii. 44
volume_3,tertullian,against_marcion,1Macc,1Macc,10,20,deuterocanonical,Bible:1Macc.10.20,1 Macc. x. 20
volume_3,tertullian,against_marcion,Ps,Ps,110,,old_testament_or_other,Bible:Ps.110,Ps. cx.
volume_3,tertullian,against_marcion,Ps,Ps,110,4,old_testament_or_other,Bible:Ps.110.4,Ps. cx. 4
volume_3,tertullian,against_marcion,Ps,Ps,72,1,old_testament_or_other,Bible:Ps.72.1,Ps. lxxii. 1
volume_3,tertullian,against_marcion,Ps,Ps,72,6,old_testament_or_other,Bible:Ps.72.6,Ps. lxxii. 6
volume_3,tertullian,against_marcion,Ps,Ps,70,8,old_testament_or_other,Bible:Ps.70.8,Ps. lxx. 8
volume_3,tertullian,against_marcion,Ps,Ps,70,11,old_testament_or_other,Bible:Ps.70.11,Ps. lxx. 11
volume_3,tertullian,against_marcion,Ps,Ps,70,17,old_testament_or_other,Bible:Ps.70.17,Ps. lxx. 17
volume_3,tertullian,against_marcion,Ps,Ps,70,18,old_testament_or_other,Bible:Ps.70.18,Ps. lxx. 18
volume_3,tertullian,against_marcion,Ps,Ps,70,19,old_testament_or_other,Bible:Ps.70.19,Ps. lxx. 19
volume_3,tertullian,against_marcion,Ps,Ps,70,9,old_testament_or_other,Bible:Ps.70.9,Ps. lxx. 9
volume_3,tertullian,against_marcion,1Cor,1Cor,15,29,new_testament,Bible:1Cor.15.29,1 Cor. xv. 29
volume_3,tertullian,against_marcion,Eph,Eph,4,5,new_testament,Bible:Eph.4.5,Eph. iv. 5
volume_3,tertullian,against_marcion,1Cor,1Cor,15,35,new_testament,Bible:1Cor.15.35,1 Cor. xv. 35
volume_3,tertullian,against_marcion,1Cor,1Cor,15,37,new_testament,Bible:1Cor.15.37-1Cor.15.38,"1 Cor. xv. 37, 38"
volume_3,tertullian,against_marcion,1Cor,1Cor,15,38,new_testament,Bible:1Cor.15.38,1 Cor. xv. 38
volume_3,tertullian,against_marcion,1Cor,1Cor,15,39,new_testament,Bible:1Cor.15.39-1Cor.15.41,1 Cor. xv. 39–41
volume_3,tertullian,against_marcion,1Cor,1Cor,15,42,new_testament,Bible:1Cor.15.42,1 Cor. xv. 42
volume_3,tertullian,against_marcion,1Cor,1Cor,15,42,new_testament,Bible:1Cor.15.42-1Cor.15.43,"1 Cor. xv. 42, 43"
volume_3,tertullian,against_marcion,1Cor,1Cor,15,44,new_testament,Bible:1Cor.15.44,1 Cor. xv. 44
volume_3,tertullian,against_marcion,1Cor,1Cor,15,46,new_testament,Bible:1Cor.15.46,1 Cor. xv. 46
volume_3,tertullian,against_marcion,1Cor,1Cor,15,45,new_testament,Bible:1Cor.15.45,1 Cor. xv. 45
volume_3,tertullian,against_marcion,1Cor,1Cor,15,47,new_testament,Bible:1Cor.15.47,1 Cor. xv. 47
volume_3,tertullian,against_marcion,1Cor,1Cor,15,48,new_testament,Bible:1Cor.15.48,"ver.
48"
volume_3,tertullian,against_marcion,Phil,Phil,3,20,new_testament,Bible:Phil.3.20-Phil.3.21,"Phil. iii. 20,
21"
volume_3,tertullian,against_marcion,1Cor,1Cor,15,49,new_testament,Bible:1Cor.15.49,1 Cor. xv. 49
volume_3,tertullian,against_marcion,1Cor,1Cor,15,50,new_testament,Bible:1Cor.15.50,1 Cor. xv. 50
volume_3,tertullian,against_marcion,Gal,Gal,5,19,new_testament,Bible:Gal.5.19-Gal.5.21,Gal. v. 19–21
volume_3,tertullian,against_marcion,Rom,Rom,8,8,new_testament,Bible:Rom.8.8,Rom. viii. 8
volume_3,tertullian,against_marcion,1Cor,1Cor,15,52,new_testament,Bible:1Cor.15.52,1 Cor. xv. 52
volume_3,tertullian,against_marcion,1Cor,1Cor,15,53,new_testament,Bible:1Cor.15.53,1 Cor. xv. 53
volume_3,tertullian,against_marcion,Matt,Matt|Luke,22,30,new_testament,Bible:Matt.22.30 Bible:Luke.20.36,Matt. xxii. 30 and Luke xx. 36
volume_3,tertullian,against_marcion,Isa,Isa,25,8,old_testament_or_other,Bible:Isa.25.8,Isa. xxv. 8
volume_3,tertullian,against_marcion,1Cor,1Cor,15,55,new_testament,Bible:1Cor.15.55,1 Cor. xv. 55
volume_3,tertullian,against_marcion,Isa,Isa|Hos,25,8,old_testament_or_other,Bible:Isa.25.8 Bible:Hos.13.14,"Isa.
xxv. 8 and (especially) Hos. xiii. 14"
volume_3,tertullian,against_marcion,1Cor,1Cor,15,55,new_testament,Bible:1Cor.15.55,"1 Cor. xv.
55"
volume_3,tertullian,against_marcion,2Cor,2Cor,1,3,new_testament,Bible:2Cor.1.3,2 Cor. i. 3
volume_3,tertullian,against_marcion,Gen,Gen,1,22,old_testament_or_other,Bible:Gen.1.22,Gen. i. 22
volume_3,tertullian,against_marcion,Dan,Dan|Dan|Dan|Dan,2,19,old_testament_or_other,Bible:Dan.2.19-Dan.2.20 Bible:Dan.3.28-Dan.3.29 Bible:Dan.4.34 Bible:Dan.4.37,"Dan. ii. 19, 20; iii. 28, 29; iv. 34,
37"
volume_3,tertullian,against_marcion,Ps,Ps|Ps|Ps|Jonah,86,15,old_testament_or_other,Bible:Ps.86.15 Bible:Ps.112.4 Bible:Ps.145.8 Bible:Jonah.4.2,"Ps. lxxxvi. 15; cxii. 4; cxlv. 8; Jonah
iv. 2"
volume_3,tertullian,against_marcion,Jonah,Jonah,3,8,old_testament_or_other,Bible:Jonah.3.8,Jonah iii. 8
volume_3,tertullian,against_marcion,2Kgs,2Kgs|2Kgs,20,3,old_testament_or_other,Bible:2Kgs.20.3 Bible:2Kgs.20.5,"2 Kings xx. 3, 5"
volume_3,tertullian,against_marcion,1Kgs,1Kgs|1Kgs,21,27,old_testament_or_other,Bible:1Kgs.21.27 Bible:1Kgs.21.29,"1 Kings xxi. 27, 29"
volume_3,tertullian,against_marcion,2Cor,2Cor,3,6,new_testament,Bible:2Cor.3.6,2 Cor. iii. 6
volume_3,tertullian,against_marcion,Joel,Joel,2,28,old_testament_or_other,Bible:Joel.2.28,Joel ii. 28
volume_3,tertullian,against_marcion,2Cor,2Cor|2Cor,3,7,new_testament,Bible:2Cor.3.7 Bible:2Cor.3.13,"2 Cor. iii. 7, 13"
volume_3,tertullian,against_marcion,2Cor,2Cor,3,7,new_testament,Bible:2Cor.3.7-2Cor.3.8,"2 Cor. iii. 7, 8"
volume_3,tertullian,against_marcion,2Cor,2Cor,3,14,new_testament,Bible:2Cor.3.14,"2 Cor.
iii. 14"
volume_3,tertullian,against_marcion,2Cor,2Cor,3,15,new_testament,Bible:2Cor.3.15,2 Cor. iii. 15
volume_3,tertullian,against_marcion,2Cor,2Cor,3,16,new_testament,Bible:2Cor.3.16,2 Cor. iii. 16
volume_3,tertullian,against_marcion,2Cor,2Cor,3,18,new_testament,Bible:2Cor.3.18,2 Cor. iii. 18
volume_3,tertullian,against_marcion,2Cor,2Cor,4,4,new_testament,Bible:2Cor.4.4,2 Cor. iv. 4
volume_3,tertullian,against_marcion,Isa,Isa,14,14,old_testament_or_other,Bible:Isa.14.14,Isa. xiv. 14
volume_3,tertullian,against_marcion,2Cor,2Cor,4,6,new_testament,Bible:2Cor.4.6,2 Cor. iv. 6
volume_3,tertullian,against_marcion,Gen,Gen,1,3,old_testament_or_other,Bible:Gen.1.3,Gen. i. 3
volume_3,tertullian,against_marcion,Isa,Isa,49,6,old_testament_or_other,Bible:Isa.49.6,Isa. xlix. 6
volume_3,tertullian,against_marcion,Acts,Acts,13,47,new_testament,Bible:Acts.13.47,Acts xiii. 47
volume_3,tertullian,against_marcion,Isa,Isa|Matt,9,2,old_testament_or_other,Bible:Isa.9.2 Bible:Matt.4.16,"Isa.
ix. 2 and Matt. iv. 16"
volume_3,tertullian,against_marcion,Ps,Ps,4,7,old_testament_or_other,Bible:Ps.4.7,Ps. iv. 7
volume_3,tertullian,against_marcion,Eph,Eph,2,12,new_testament,Bible:Eph.2.12,Eph. ii. 12
volume_3,tertullian,against_marcion,2Cor,2Cor,4,7,new_testament,Bible:2Cor.4.7,2 Cor. iv. 7
volume_3,tertullian,against_marcion,2Cor,2Cor,4,8,new_testament,Bible:2Cor.4.8-2Cor.4.12,2 Cor. iv. 8–12
volume_3,tertullian,against_marcion,2Cor,2Cor,4,10,new_testament,Bible:2Cor.4.10,2 Cor. iv. 10
volume_3,tertullian,against_marcion,2Cor,2Cor,4,16,new_testament,Bible:2Cor.4.16-2Cor.4.18,2 Cor. iv. 16–18
volume_3,tertullian,against_marcion,2Cor,2Cor,4,11,new_testament,Bible:2Cor.4.11,2 Cor. iv. 11
volume_3,tertullian,against_marcion,2Cor,2Cor,4,14,new_testament,Bible:2Cor.4.14,2 Cor. iv. 14
volume_3,tertullian,against_marcion,2Cor,2Cor,4,16,new_testament,Bible:2Cor.4.16,2 Cor. iv. 16
volume_3,tertullian,against_marcion,2Cor,2Cor,5,1,new_testament,Bible:2Cor.5.1,2 Cor. v. 1
volume_3,tertullian,against_marcion,2Cor,2Cor,5,2,new_testament,Bible:2Cor.5.2-2Cor.5.3,"2 Cor. v. 2, 3"
volume_3,tertullian,against_marcion,2Cor,2Cor,5,4,new_testament,Bible:2Cor.5.4,2 Cor. v. 4
volume_3,tertullian,against_marcion,2Cor,2Cor,5,5,new_testament,Bible:2Cor.5.5,2 Cor. v. 5
volume_3,tertullian,against_marcion,2Cor,2Cor,5,6,new_testament,Bible:2Cor.5.6,2 Cor. v. 6
volume_3,tertullian,against_marcion,2Cor,2Cor,5,8,new_testament,Bible:2Cor.5.8,2 Cor. v. 8
volume_3,tertullian,against_marcion,2Cor,2Cor,5,10,new_testament,Bible:2Cor.5.10,2 Cor. v. 10
volume_3,tertullian,against_marcion,2Cor,2Cor,5,17,new_testament,Bible:2Cor.5.17,2 Cor. v. 17
volume_3,tertullian,against_marcion,2Cor,2Cor,7,1,new_testament,Bible:2Cor.7.1,2 Cor. vii. 1
volume_3,tertullian,against_marcion,2Cor,2Cor,11,2,new_testament,Bible:2Cor.11.2,2 Cor. xi. 2
volume_3,tertullian,against_marcion,2Cor,2Cor,11,13,new_testament,Bible:2Cor.11.13,2 Cor. xi. 13
volume_3,tertullian,against_marcion,2Cor,2Cor,11,14,new_testament,Bible:2Cor.11.14,2 Cor. xi. 14
volume_3,tertullian,against_marcion,2Kgs,2Kgs,2,11,old_testament_or_other,Bible:2Kgs.2.11,2 Kings ii. 11
volume_3,tertullian,against_marcion,2Cor,2Cor,12,7,new_testament,Bible:2Cor.12.7-2Cor.12.8,"2 Cor. xii. 7, 8"
